timestamp,odom_x,odom_y,odom_yaw
1741205838891837487,-0.3527832325092115,-3.199665218013067e-11,-2.94689956997844
1741205838902594281,-0.3527832325092115,-3.199665218013067e-11,-2.94689956997844
1741205838956300941,-0.3527832325092115,-3.199665218013067e-11,-2.94689956997844
1741205838990828558,-0.3527832325092115,-3.199665218013067e-11,-2.94689956997844
1741205839034848865,-0.3527832325092115,-3.199665218013067e-11,-2.94689956997844
1741205839078086345,-0.3527832325092115,-3.199665218013067e-11,-2.94689956997844
1741205839120942280,-0.3527832325092115,-3.199665218013067e-11,-2.94689956997844
1741205839184930830,-0.3527832325092115,-3.199665218013067e-11,-2.94689956997844
1741205839239490970,-0.3527832325092115,-3.199665218013067e-11,-2.94689956997844
1741205839276840600,-0.3527832325092115,-3.199665218013067e-11,-2.94689956997844
1741205839320821311,-0.3527832325092115,-3.199665218013067e-11,-2.94689956997844
1741205839361757056,-0.3527832325092115,-3.199665218013067e-11,-2.94689956997844
1741205839398809072,-0.3527832325092115,-3.199665218013067e-11,-2.94689956997844
1741205839440731019,-0.3527832325092115,-3.199665218013067e-11,-2.94689956997844
1741205839473249946,-0.3527832325092115,-3.199665218013067e-11,-2.94689956997844
1741205839531304810,-0.3527832325092115,-3.199665218013067e-11,-2.94689956997844
1741205839571827056,-0.3527832325092115,-3.199665218013067e-11,-2.94689956997844
1741205839625451565,-0.3527832325092115,-3.199665218013067e-11,-2.94689956997844
1741205839746595964,-0.3527832325092115,-3.199665218013067e-11,-2.94689956997844
1741205839822227231,-0.3527832325092115,-3.199665218013067e-11,-2.94689956997844
1741205839862242649,-0.3527832325092115,-3.199665218013067e-11,-2.94689956997844
1741205839907213001,-0.3527832325092115,-3.199665218013067e-11,-2.94689956997844
1741205839940510603,-0.3527832325092115,-3.199665218013067e-11,-2.94689956997844
1741205839995160268,-0.3527832325092115,-3.199665218013067e-11,-2.94689956997844
1741205840031739514,-0.3527832325092115,-3.199665218013067e-11,-2.94689956997844
1741205840077606506,-0.3527832325092115,-3.199665218013067e-11,-2.94689956997844
