local_goals_x,local_goals_y
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
-0.4517086321709629,-0.0195324674239236
