timestamp,odom_x,odom_y,odom_yaw
1741199546179155135,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199546236391130,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199546279411098,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199546331257428,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199546403305779,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199546421601670,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199546495857022,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199546517379377,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199546577884207,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199546593004419,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199546669723803,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199546684962458,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199546731980767,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199546782224153,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199546829965433,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199546871368350,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199546915289394,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199546958691186,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199547006294131,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199547055668172,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199547104483636,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199547174277954,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199547189299089,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199547260682023,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199547275629165,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199547347060553,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199547368266230,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199547446864431,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199547462020348,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199547535975780,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199547549876887,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199547641111483,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199547656306427,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199547691041835,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199547756320989,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199547838419557,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199547853450581,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199547934808380,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199547950120736,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199548032954485,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199548053622004,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199548185605307,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199548204085595,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199548291981352,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199548307733397,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199548410315950,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199548460439793,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199548512598302,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199548558051067,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199548611840652,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199548680775949,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199548734956559,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199548786530458,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199548834099379,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199548891898162,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199548940864928,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199548997787547,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199549013165217,-0.3516878635999138,-3.17480489968489e-11,-2.946583399458179
1741199549134976628,-0.3517355443916342,-9.40758154273926e-06,-2.9470005494488727
1741199549151240833,-0.35197400698990405,-5.614693548112195e-05,-2.949086299433358
1741199549240402347,-0.35241143951940007,-0.0001405435537745164,-2.9529101744178274
1741199549259407501,-0.3531996189706655,-0.000288239936536763,-2.9597931493991547
1741199549349287463,-0.3540765426844308,-0.0004459800031612145,-2.967440899383553
1741199549367728164,-0.35539412602138154,-0.0006700041257423492,-2.9789125243647665
1741199549413139117,-0.3567044296834778,-0.0008773971243470852,-2.9903841493490497
1741199549459040681,-0.358062622819008,-0.0010753701137734527,-3.003593899333283
1741199549512601290,-0.3596959536022154,-0.0012874684737123724,-3.021677447958028
1741199549571494419,-0.36105988404696077,-0.0014409756467806646,-3.0373558161617638
1741199549664171604,-0.36242605350381024,-0.0015730806256936322,-3.0530341843654423
